-3347502,45
-3346492,45
-3345462,45
-3344442,45
-3343422,44.5
-3342412,45
-3341402,45
-3340382,45
-3339362,45
-3338322,45
-3337292,45
-3336282,45
-3334872,44.5
-3334022,45
-3333202,45
-3332182,45.5
-3331162,45.5
-3330142,46
-3329122,46
-3328112,46.5
-3327102,47
-3326082,47
-3325062,47.5
-3324042,48
-3323032,48.5
-3322002,49
-3320982,49.5
-3319972,50
-3318942,50.5
-3317922,51
-3316902,51.5
-3315842,51.5
-3314802,51.5
-3313742,51.5
-3312702,51
-3311642,51.5
-3310602,51.5
-3309542,51.5
-3308532,51.5
-3307512,51
-3306492,51
-3305482,51.5
-3304412,51.5
-3303352,51.5
-3302342,51.5
-3301302,51
-3300242,51
-3299192,51.5
-3298192,51.5
-3297152,51.5
-3296102,51.5
-3295042,51
-3294032,51
-3292992,51.5
-3291912,51.5
-3290902,51.5
-3289852,51.5
-3288852,51
-3287842,51
-3286792,51.5
-3285742,52
-3284702,51.5
-3283692,51.5
-3282652,51
-3281602,51
-3280542,51
-3279492,50.5
-3278402,50.5
-3277402,50
-3276342,50
-3275292,50
-3274222,50
-3273232,49.5
-3272202,49.5
-3271142,49.5
-3270102,49.5
-3269052,49.5
-3268052,49.5
-3266992,49.5
-3265902,49
-3264902,49
-3263832,49.5
-3262842,49.5
-3261832,49.5
-3260802,49.5
-3259762,49.5
-3258732,49.5
-3257692,49.5
-3256642,49.5
-3255582,49.5
-3254532,50
-3253492,50
-3252412,50
-3251352,50
-3250352,50
-3249292,50.5
-3248252,50.5
-3247182,50
-3246152,50
-3245142,50
-3244092,50.5
-3243042,50.5
-3241992,50
-3240902,50
-3239862,50
-3238852,50.5
-3237842,50.5
-3236792,50
-3235742,50
-3234732,50.5
-3233702,50.5
-3232642,50.5
-3231592,50
-3230542,50
-3229512,50.5
-3228492,50.5
-3227412,50.5
-3226352,50
-3225342,50
-3224292,50.5
-3223242,50.5
-3222202,50
-3221142,50
-3220132,50
-3219082,50.5
-3218042,50.5
-3216992,50
-3215982,50
-3214902,50
-3213842,50.5
-3212842,50.5
-3211802,50.5
-3210792,50
-3209752,50
-3208702,50.5
-3207642,50.5
-3206632,50.5
-3205582,50
-3204542,50
-3203492,50.5
-3202402,50.5
-3201352,50.5
-3200352,50.5
-3199332,50
-3198292,50
-3197242,50.5
-3196202,50.5
-3195142,50.5
-3194092,50
-3193052,50
-3191992,50.5
-3190982,50.5
-3189902,50.5
-3188852,50
-3187842,50
-3186802,50.5
-3185752,50.5
-3184692,50.5
-3183642,50.5
-3182592,50
-3181552,50.5
-3180492,50.5
-3179482,50.5
-3178402,50.5
-3177362,50
-3176342,50
-3175312,50.5
-3174292,50.5
-3173242,50.5
-3172192,50.5
-3171142,50
-3170102,50.5
-3169082,50.5
-3168042,50.5
-3167002,50.5
-3165992,50
-3164902,50
-3163852,50.5
-3162842,50.5
-3161802,50.5
-3160742,50
-3159692,50
-3158642,50.5
-3157602,50.5
-3156542,50.5
-3155542,50.5
-3154492,50
-3153382,50
-3152362,50.5
-3151342,50.5
-3150302,50.5
-3149282,50.5
-3148242,50
-3147192,50.5
-3146142,50.5
-3145102,50.5
-3144052,50.5
-3143032,50.5
-3142002,50
-3140922,50.5
-3139902,50.5
-3138832,50.5
-3137852,50.5
-3136792,50
-3135752,50
-3134742,50.5
-3133692,50.5
-3132642,50.5
-3131582,50.5
-3130532,50
-3129492,50.5
-3128412,50.5
-3127352,50.5
-3126342,50.5
-3125292,50.5
-3124252,50
-3123192,50.5
-3122142,50.5
-3121092,50.5
-3120052,50.5
-3119002,50
-3117992,50
-3116912,50.5
-3115842,50.5
-3114832,50.5
-3113802,50.5
-3112762,50
-3111752,50
-3110732,50.5
-3109692,50.5
-3108642,50.5
-3107592,50.5
-3106552,50
-3105512,50
-3104492,50.5
-3103492,50.5
-3102412,50.5
-3101362,50.5
-3100332,50
-3099292,50
-3098242,50.5
-3097202,50.5
-3096142,50.5
-3095092,50.5
-3094042,50
-3093032,50.5
-3091992,50.5
-3090912,50.5
-3089902,50.5
-3088862,50.5
-3087852,50
-3086792,50
-3085782,50.5
-3084742,50.5
-3083692,50.5
-3082642,50.5
-3081592,50
-3080542,50
-3079492,50.5
-3078492,50.5
-3077412,50.5
-3076402,50.5
-3075392,50
-3074342,50
-3073352,50.5
-3072302,50.5
-3071242,50.5
-3070192,50.5
-3069142,50.5
-3068092,50
-3067032,50.5
-3065992,50.5
-3064882,50.5
-3063842,50.5
-3062832,50.5
-3061782,50
-3060782,50.5
-3059742,50.5
-3058692,50.5
-3057682,50.5
-3056652,50.5
-3055592,50
-3054542,50
-3053492,50.5
-3052412,50.5
-3051412,50.5
-3050342,50.5
-3049332,50.5
-3048292,50
-3047242,50
-3046232,50.5
-3045192,50.5
-3044142,50.5
-3043132,50.5
-3042092,50.5
-3041042,50
-3039992,50.5
-3038902,50.5
-3037852,50.5
-3036842,50.5
-3035792,50.5
-3034782,50
-3033742,50
-3032732,50.5
-3031702,50.5
-3030652,50.5
-3029652,50.5
-3028592,50.5
-3027552,50
-3026492,50.5
-3025482,50.5
-3024402,50.5
-3023352,50.5
-3022352,50.5
-3021302,50
-3020252,50
-3019242,50.5
-3018242,50.5
-3017192,50.5
-3016062,50.5
-3015092,50.5
-3014082,50.5
-3013052,51
-3012042,52
-3011012,52.5
-3009992,53.5
-3008972,54.5
-3007952,55.5
-3006932,57
-3005922,58
-3004902,59.5
-3003872,61
-3002862,62.5
-3001842,63.5
-3000822,65
-2999802,66.5
-2998732,67.5
-2997712,68
-2996672,68
-2995672,67.5
-2994562,66.5
-2993482,66.5
-2992402,67
-2991532,68
-2990502,67.5
-2989402,67
-2988392,67
-2987352,66.5
-2986352,67
-2985292,67.5
-2984252,67.5
-2983202,67.5
-2982152,67
-2981092,66.5
-2980022,67
-2978992,68
-2977912,68
-2976912,67.5
-2975852,67
-2974842,66.5
-2973812,66.5
-2972772,67.5
-2971742,68
-2970702,67.5
-2969652,67
-2968562,67
-2967392,66.5
-2966302,67.5
-2965312,68
-2964302,67.5
-2963272,67.5
-2962222,67
-2961302,66.5
-2960242,67
-2959192,67.5
-2958142,67.5
-2957102,67.5
-2956052,67
-2955002,66.5
-2953992,66.5
-2952912,67.5
-2951842,68
-2950852,67.5
-2949792,67.5
-2948742,67
-2947702,66.5
-2946652,67
-2945592,67.5
-2944542,67.5
-2943502,67.5
-2942402,67
-2941362,67
-2940352,66.5
-2939332,67
-2938212,68
-2937172,67.5
-2936132,67.5
-2935052,67
-2934062,66.5
-2933032,66.5
-2931852,66
-2931042,65.5
-2929992,65.5
-2928912,65
-2927902,65
-2926892,64.5
-2925852,64.5
-2924852,64
-2923802,64
-2922732,64
-2921692,64
-2920652,63.5
-2919602,63.5
-2918532,63.5
-2917502,63.5
-2916492,63.5
-2915412,64
-2914332,64
-2913342,64
-2912302,64
-2911252,64
-2910242,64.5
-2909232,64.5
-2908082,64.5
-2907092,65
-2905992,65
-2905002,65.5
-2904002,65.5
-2902842,65.5
-2901802,66
-2900902,66
-2899872,65.5
-2898862,65.5
-2897832,65.5
-2896792,66
-2895752,66
-2894692,65.5
-2893652,65.5
-2892602,65.5
-2891542,66
-2890492,66
-2889492,65.5
-2888412,65.5
-2887392,65.5
-2886352,66
-2885342,66
-2884312,65.5
-2883302,65.5
-2882262,65.5
-2881242,66
-2880192,66
-2879152,66
-2878032,65.5
-2876862,65.5
-2875992,66
-2874792,66
-2873832,66
-2872822,65.5
-2871802,65.5
-2870902,66
-2869852,66
-2868842,66
-2867812,65.5
-2866792,65.5
-2865792,65.5
-2864752,66
-2863702,66
-2862642,65.5
-2861642,65.5
-2860592,65.5
-2859542,66
-2858502,66
-2857402,66
-2856352,65.5
-2855352,65.5
-2854282,66
-2853242,66
-2852192,66
-2851152,65.5
-2850102,65.5
-2849042,66
-2847792,66
-2846842,66
-2845812,65.5
-2844672,65.5
-2843672,66
-2842642,66
-2841732,66
-2840702,65.5
-2839642,65.5
-2838602,65.5
-2837552,66
-2836512,66
-2835422,66
-2834402,65.5
-2833352,65.5
-2832342,66
-2831342,66
-2830292,66
-2829242,65.5
-2828202,65.5
-2827152,66
-2826072,66
-2825042,66
-2823992,65.5
-2822902,65.5
-2821852,66
-2820832,66
-2819802,66
-2818652,66
-2817692,65.5
-2816562,65.5
-2815602,66
-2814592,66
-2813502,66
-2812542,65.5
-2811562,65.5
-2810552,66
-2809492,66
-2808392,66
-2807352,65.5
-2806352,65.5
-2805292,66
-2804252,66
-2803202,66
-2802142,66
-2801092,65.5
-2800052,65.5
-2799042,66
-2798042,66
-2796992,66
-2795912,65.5
-2794842,65.5
-2793852,66
-2792792,66
-2791742,66
-2790702,66
-2789632,65.5
-2788482,65.5
-2787492,66
-2786422,66
-2785322,66
-2784312,66
-2783332,65.5
-2782272,65.5
-2781372,66
-2780342,66
-2779342,66
-2778312,65.5
-2777292,65.5
-2776292,66
-2775242,66
-2774202,66
-2773182,66
-2772152,65.5
-2771092,65.5
-2770052,66
-2769032,66
-2767992,66
-2766902,66
-2765842,65.5
-2764842,66
-2763802,66
-2762782,66
-2761742,66
-2760702,65.5
-2759642,65.5
-2758522,66
-2757482,66
-2756362,66
-2755352,66
-2754282,65.5
