unknown
339000,50.98
340000,50.92
341000,50.88
342000,50.85
343000,50.92
344000,50.98
345000,51.05
346000,51.16
347000,51.32
348000,51.53
349000,51.84
350000,52.18
351000,52.66
352000,53.2
353000,53.74
354000,54.42
355000,55.12
356000,55.97
357000,56.79
358000,57.71
359000,58.56
360000,59.47
361000,60.3
363000,61.03
364000,61.5
365000,61.77
369000,63.03
370000,63.23
371000,63.3
372000,63.33
373000,63.5
374000,63.77
375000,64
376000,64.1
377000,64.1
378000,64.03
379000,64.13
380000,64.33
381000,64.54
382000,64.61
383000,64.61
384000,64.5
385000,64.5
386000,64.64
387000,64.86
388000,64.96
389000,64.96
390000,64.89
391000,64.82
393000,64.86
396000,65.19
398000,65.04
399000,64.96
400000,65.12
401000,65.27
402000,65.35
403000,65.35
404000,65.23
405000,65.12
406000,65.15
407000,65.35
408000,65.46
409000,65.46
410000,65.38
411000,65.27
412000,65.23
413000,65.35
414000,65.54
415000,65.58
416000,65.58
417000,65.46
418000,65.35
419000,65.38
420000,65.54
421000,65.65
423000,65.69
423000,65.62
426000,65.38
427000,65.19
428000,64.96
429000,64.75
430000,64.54
431000,64.33
432000,64.13
433000,63.93
434000,63.73
435000,63.57
436000,63.4
437000,63.27
438000,63.13
439000,63
440000,62.93
441000,62.87
442000,62.8
443000,62.77
444000,62.77
445000,62.8
446000,62.83
447000,62.9
448000,63
449000,63.1
450000,63.2
452000,63.33
453000,63.47
454000,63.6
455000,63.77
456000,63.9
459000,64
460000,64.07
461000,64.13
462000,64.23
463000,64.23
464000,64.2
465000,64.2
466000,64.27
467000,64.33
468000,64.37
469000,64.33
470000,64.3
471000,64.33
472000,64.4
473000,64.47
474000,64.43
476000,64.4
477000,64.4
478000,64.47
479000,64.54
480000,64.54
481000,64.5
482000,64.43
483000,64.47
486000,64.57
487000,64.54
489000,64.54
490000,64.61
491000,64.64
492000,64.57
493000,64.54
494000,64.57
495000,64.64
496000,64.68
497000,64.64
498000,64.61
499000,64.61
500000,64.64
501000,64.71
503000,64.71
504000,64.68
505000,64.61
506000,64.64
507000,64.71
508000,64.75
509000,64.75
510000,64.68
511000,64.64
512000,64.71
513000,64.79
514000,64.79
515000,64.75
516000,64.68
517000,64.71
519000,64.82
