0,138000,49.73
0,140000,49.84
0,141000,49.84
0,142000,49.8
0,143000,49.75
0,144000,49.82
0,145000,49.89
0,146000,49.91
0,148000,49.82
0,149000,49.82
0,151000,49.95
0,152000,49.93
0,153000,49.89
0,155000,49.89
0,156000,49.98
0,157000,49.98
0,158000,49.95
0,159000,49.89
0,160000,49.89
0,161000,49.98
0,163000,50.03
0,164000,50.03
0,166000,49.93
0,167000,49.98
0,168000,50.05
0,169000,50.05
0,170000,50.03
0,171000,49.95
0,172000,49.95
0,173000,50.05
0,174000,50.11
0,175000,50.11
0,176000,50.05
0,178000,50.03
0,179000,50.11
0,180000,50.16
0,181000,50.13
0,182000,50.05
0,183000,50.03
0,184000,50.11
0,185000,50.18
0,186000,50.18
0,187000,50.13
0,188000,50.08
0,189000,50.05
0,190000,50.16
0,191000,50.24
0,193000,50.24
0,194000,50.18
0,195000,50.11
0,198000,50.24
0,199000,50.24
0,200000,50.18
0,201000,50.11
0,202000,50.13
0,203000,50.24
0,204000,50.29
0,205000,50.26
0,207000,50.13
0,208000,50.18
0,209000,50.29
0,210000,50.32
0,211000,50.29
0,212000,50.21
0,213000,50.16
0,214000,50.24
0,215000,50.32
0,217000,50.32
0,218000,50.26
0,219000,50.18
0,220000,50.24
0,221000,50.34
0,223000,50.37
0,224000,50.34
0,225000,50.29
0,226000,50.21
0,227000,50.29
0,229000,50.39
0,230000,50.37
0,231000,50.32
0,232000,50.24
0,233000,50.32
0,234000,50.39
0,235000,50.42
0,236000,50.39
0,237000,50.32
0,238000,50.26
0,239000,50.32
0,240000,50.42
0,241000,50.45
0,243000,50.34
0,245000,50.34
0,246000,50.42
0,247000,50.47
0,248000,50.45
0,249000,50.37
0,251000,50.37
0,253000,50.47
0,254000,50.5
0,255000,50.47
0,256000,50.42
0,257000,50.34
0,258000,50.37
0,259000,50.47
0,260000,50.52
0,261000,50.52
0,262000,50.47
0,263000,50.39
0,264000,50.39
0,265000,50.47
0,266000,50.55
0,267000,50.52
0,268000,50.5
0,269000,50.42
0,270000,50.39
0,271000,50.5
0,272000,50.55
0,274000,50.52
0,276000,50.45
0,277000,50.39
0,278000,50.47
0,279000,50.55
0,280000,50.6
0,281000,50.58
0,283000,50.42
0,284000,50.45
0,285000,50.52
0,286000,50.6
0,287000,50.58
0,288000,50.52
0,289000,50.45
0,290000,50.45
0,291000,50.55
0,294000,50.55
0,297000,50.55
0,298000,50.62
0,299000,50.62
0,301000,50.52
0,302000,50.47
0,303000,50.55
0,305000,50.65
0,306000,50.62
0,309000,50.5
0,310000,50.55
0,311000,50.62
0,312000,50.67
0,313000,50.65
0,314000,50.6
0,315000,50.52
0,316000,50.55
0,317000,50.62
0,318000,50.67
0,319000,50.65
0,320000,50.6
0,321000,50.52
0,322000,50.55
0,323000,50.65
0,324000,50.7
0,325000,50.7
0,326000,50.65
0,328000,50.55
0,329000,50.65
0,331000,50.73
0,332000,50.73
0,334000,50.62
0,335000,50.58
0,336000,50.6
0,337000,50.7
0,339000,50.73
0,340000,50.67
0,344000,50.75
0,345000,50.83
0,346000,50.92
0,347000,51.11
0,349000,51.66
0,350000,52.08
0,351000,52.55
0,352000,53.15
0,353000,53.71
0,354000,54.45
0,355000,55.18
0,356000,56.06
0,357000,57
0,358000,57.88
0,359000,58.74
0,360000,59.71
0,361000,60.63
0,363000,61.67
0,364000,61.93
0,368000,62.9
0,369000,63.17
0,371000,63.37
0,373000,63.57
0,374000,63.87
0,375000,64.03
0,376000,64.1
0,377000,64.1
0,378000,64.03
0,379000,64.13
0,382000,64.57
0,383000,64.54
0,384000,64.43
0,385000,64.43
0,386000,64.64
0,387000,64.86
0,388000,64.93
0,390000,64.82
0,392000,64.79
0,393000,65
0,394000,65.12
0,396000,65.12
0,397000,65.04
0,398000,64.93
0,399000,64.86
0,400000,65.04
0,401000,65.19
0,402000,65.27
0,404000,65.12
0,405000,64.96
0,406000,65.04
0,407000,65.27
0,408000,65.35
0,410000,65.27
0,412000,65.08
0,413000,65.23
0,414000,65.42
0,415000,65.46
0,416000,65.42
0,419000,65.23
0,420000,65.42
0,421000,65.54
0,422000,65.54
0,424000,65.35
0,425000,65.15
0,427000,64.96
0,428000,64.75
0,429000,64.54
0,431000,64.07
0,432000,63.87
0,433000,63.67
0,434000,63.5
0,435000,63.3
0,436000,63.13
0,437000,62.97
0,438000,62.87
0,439000,62.73
0,440000,62.67
0,442000,62.53
0,443000,62.53
0,444000,62.53
0,445000,62.57
0,446000,62.63
0,447000,62.7
0,448000,62.77
0,449000,62.9
0,452000,63.17
0,454000,63.43
0,455000,63.63
0,456000,63.77
0,458000,63.8
0,459000,63.83
0,460000,63.9
0,461000,64
0,463000,64.07
0,464000,64.03
0,465000,64.03
0,466000,64.1
0,467000,64.2
0,468000,64.2
0,469000,64.17
0,470000,64.13
0,471000,64.17
0,472000,64.23
0,473000,64.3
0,475000,64.2
0,476000,64.23
0,478000,64.27
0,479000,64.37
0,480000,64.37
0,483000,64.3
0,484000,64.37
0,485000,64.43
0,486000,64.4
0,487000,64.33
0,488000,64.33
0,489000,64.37
0,490000,64.43
0,491000,64.43
0,492000,64.4
0,493000,64.37
0,494000,64.4
0,495000,64.47
0,496000,64.5
0,497000,64.47
0,498000,64.4
0,499000,64.4
0,500000,64.47
0,501000,64.54
0,502000,64.54
0,504000,64.47
0,505000,64.4
0,506000,64.47
0,507000,64.54
0,508000,64.57
0,509000,64.54
0,510000,64.47
0,511000,64.47
0,512000,64.54
0,513000,64.61
0,514000,64.61
0,516000,64.47
0,517000,64.5
0,520000,64.61
0,521000,64.54
0,522000,64.5
0,523000,64.54
0,524000,64.64
0,525000,64.64
0,526000,64.61
0,527000,64.54
0,529000,64.54
0,530000,64.61
0,531000,64.68
0,532000,64.68
0,533000,64.61
0,534000,64.54
0,535000,64.57
0,536000,64.64
0,537000,64.71
0,538000,64.68
0,539000,64.61
0,540000,64.57
0,541000,64.64
0,542000,64.71
0,543000,64.75
0,544000,64.71
0,545000,64.61
0,546000,64.64
0,547000,64.71
0,548000,64.79
0,549000,64.75
0,550000,64.68
0,551000,64.64
0,552000,64.68
0,553000,64.75
0,554000,64.79
0,556000,64.68
0,557000,64.64
0,559000,64.71
0,560000,64.82
0,561000,64.82
0,562000,64.79
0,563000,64.68
0,564000,64.68
0,565000,64.79
0,566000,64.86
0,567000,64.86
0,568000,64.79
0,569000,64.71
0,570000,64.71
0,571000,64.82
0,572000,64.89
0,573000,64.86
0,574000,64.79
0,575000,64.71
0,576000,64.79
0,577000,64.86
0,578000,64.93
0,579000,64.89
0,580000,64.82
0,581000,64.75
0,583000,64.82
0,584000,64.89
0,585000,64.89
0,586000,64.86
0,587000,64.79
0,588000,64.75
0,591000,64.93
0,592000,64.89
0,593000,64.82
0,594000,64.79
0,595000,64.89
0,596000,64.96
0,597000,64.96
0,598000,64.89
0,599000,64.82
0,600000,64.82
0,601000,64.93
0,602000,64.96
0,603000,64.96
0,604000,64.89
0,605000,64.82
0,607000,64.86
0,608000,64.96
0,609000,65
0,610000,65
0,611000,64.93
0,612000,64.86
0,613000,64.86
0,615000,65.04
0,616000,65
0,617000,64.93
0,619000,64.89
0,621000,65.04
0,622000,65
0,623000,64.93
0,624000,64.86
0,625000,64.93
0,626000,65.04
0,627000,65.08
0,628000,65.04
0,629000,64.96
0,630000,64.89
0,633000,65.08
0,634000,65.08
0,637000,64.93
0,638000,64.96
0,640000,65.08
0,641000,65.04
0,642000,64.96
0,643000,64.93
0,644000,65
0,645000,65.08
0,646000,65.12
0,647000,65.08
0,648000,65
0,649000,64.93
0,650000,65
0,652000,65.12
0,653000,65.08
0,655000,64.96
0,656000,65.04
0,657000,65.12
0,659000,65.12
0,660000,65
0,662000,65.04
0,663000,65.15
0,664000,65.15
0,667000,65
0,668000,64.96
0,669000,65.08
0,670000,65.15
0,671000,65.15
0,673000,65.04
0,674000,65
0,675000,65.08
0,676000,65.15
0,677000,65.19
0,679000,65.04
0,681000,65.12
0,682000,65.19
0,683000,65.23
0,684000,65.15
0,686000,65.04
0,687000,65.12
0,688000,65.23
0,689000,65.23
0,690000,65.19
0,691000,65.12
0,692000,65.04
0,693000,65.12
0,695000,65.19
0,697000,65.23
0,698000,65.15
0,699000,65.08
0,700000,65.12
0,701000,65.23
0,702000,65.27
0,703000,65.23
0,704000,65.15
0,705000,65.08
0,706000,65.12
0,707000,65.23
0,708000,65.31
0,709000,65.27
0,710000,65.19
0,711000,65.12
0,712000,65.12
0,713000,65.23
0,714000,65.27
0,715000,65.27
0,716000,65.19
0,717000,65.12
0,718000,65.15
0,719000,65.27
0,721000,65.31
0,722000,65.27
0,723000,65.19
0,724000,65.12
0,725000,65.15
0,726000,65.27
0,727000,65.31
0,728000,65.27
0,729000,65.19
0,730000,65.12
0,731000,65.15
0,732000,65.31
0,733000,65.35
0,734000,65.31
0,735000,65.23
0,736000,65.15
0,737000,65.15
0,738000,65.27
0,739000,65.35
0,740000,65.35
0,741000,65.31
0,742000,65.19
0,743000,65.15
0,745000,65.27
0,746000,65.35
0,747000,65.35
0,748000,65.31
0,749000,65.23
0,750000,65.15
0,751000,65.23
0,753000,65.38
0,754000,65.35
0,755000,65.27
0,756000,65.19
0,757000,65.19
0,758000,65.31
0,759000,65.38
0,760000,65.35
0,761000,65.31
0,762000,65.19
0,763000,65.19
0,764000,65.31
0,765000,65.38
0,766000,65.38
0,767000,65.35
0,769000,65.19
0,770000,65.27
0,771000,65.38
0,772000,65.38
0,773000,65.38
0,774000,65.31
0,775000,65.23
0,776000,65.27
0,777000,65.38
0,779000,65.42
0,780000,65.38
0,781000,65.31
0,783000,65.27
0,784000,65.38
0,786000,65.38
0,789000,65.27
0,790000,65.35
0,791000,65.42
0,793000,65.35
0,794000,65.23
0,795000,65.27
0,796000,65.35
0,799000,65.38
0,800000,65.31
0,802000,65.35
0,804000,65.46
0,805000,65.5
0,806000,65.46
0,807000,65.38
0,808000,65.31
0,809000,65.31
0,810000,65.42
0,811000,65.46
0,812000,65.46
0,814000,65.31
0,816000,65.42
0,817000,65.5
0,818000,65.5
0,820000,65.35
0,821000,65.31
0,822000,65.38
0,823000,65.46
0,825000,65.46
0,826000,65.38
0,827000,65.31
0,828000,65.35
0,829000,65.46
0,831000,65.5
0,832000,65.5
0,833000,65.46
0,835000,65.35
0,836000,65.42
0,837000,65.5
0,838000,65.5
0,839000,65.46
0,840000,65.38
0,841000,65.35
0,842000,65.42
0,844000,65.54
0,845000,65.5
0,846000,65.42
0,847000,65.35
0,849000,65.5
0,850000,65.54
0,851000,65.54
0,852000,65.46
0,855000,65.35
0,856000,65.46
0,857000,65.54
0,858000,65.54
0,860000,65.42
0,862000,65.46
0,863000,65.54
0,864000,65.54
0,865000,65.5
0,866000,65.42
0,867000,65.35
0,868000,65.42
0,869000,65.54
0,870000,65.58
0,871000,65.54
0,872000,65.46
0,873000,65.38
0,874000,65.42
0,875000,65.54
0,876000,65.58
0,877000,65.54
0,878000,65.5
0,879000,65.42
0,880000,65.38
0,881000,65.5
0,882000,65.58
0,885000,65.58
0,886000,65.5
0,887000,65.42
0,888000,65.42
0,889000,65.54
0,890000,65.62
0,891000,65.58
0,893000,65.46
0,894000,65.42
0,895000,65.54
0,896000,65.58
0,897000,65.58
0,898000,65.54
0,899000,65.46
0,900000,65.42
0,901000,65.5
0,902000,65.58
0,903000,65.62
0,905000,65.58
0,906000,65.5
0,907000,65.42
0,909000,65.58
0,910000,65.62
0,911000,65.62
0,912000,65.54
0,913000,65.46
0,914000,65.46
0,915000,65.58
0,916000,65.62
0,917000,65.62
0,918000,65.58
0,919000,65.46
0,920000,65.46
0,921000,65.54
0,922000,65.62
0,924000,65.58
0,925000,65.5
0,926000,65.46
0,927000,65.5
0,928000,65.62
0,929000,65.65
0,931000,65.62
0,933000,65.46
0,934000,65.5
0,935000,65.62
0,936000,65.65
0,937000,65.62
0,938000,65.58
0,939000,65.5
0,941000,65.58
0,942000,65.65
0,943000,65.65
0,944000,65.62
0,945000,65.54
0,946000,65.46
0,947000,65.54
0,949000,65.65
0,950000,65.65
0,951000,65.58
0,953000,65.5
0,954000,65.62
0,957000,65.65
0,958000,65.62
0,959000,65.54
0,960000,65.5
0,961000,65.58
0,962000,65.65
0,963000,65.69
0,965000,65.54
0,966000,65.5
0,967000,65.58
0,969000,65.69
0,970000,65.65
0,971000,65.58
0,972000,65.5
0,973000,65.54
0,974000,65.65
0,975000,65.69
0,976000,65.69
0,977000,65.62
0,978000,65.54
0,979000,65.54
